read_alias	original_read_name	run_accession	spot_id	read_number	split_fastq_record_number	source_fastq_header
SRR28984805.1054752/1	8d53cbe9-3e0a-4e0d-811b-ee41611120f5	SRR28984805	1054752	1	4702	@SRR28984805.1054752/1 original_name=8d53cbe9-3e0a-4e0d-811b-ee41611120f5
SRR28984805.1055231/1	4311fdb0-74f9-4ed4-9d26-ecd93892a5f9	SRR28984805	1055231	1	4703	@SRR28984805.1055231/1 original_name=4311fdb0-74f9-4ed4-9d26-ecd93892a5f9
SRR28984805.1055286/1	0c7f815d-5c55-40df-8381-6b2d25d85d5a	SRR28984805	1055286	1	4704	@SRR28984805.1055286/1 original_name=0c7f815d-5c55-40df-8381-6b2d25d85d5a
SRR28984805.1055978/1	b294699d-a6d3-4e44-962b-31eb7cb17bd7	SRR28984805	1055978	1	4705	@SRR28984805.1055978/1 original_name=b294699d-a6d3-4e44-962b-31eb7cb17bd7
SRR28984805.1056085/1	f75f429b-b246-436d-b2fc-c0350347045f	SRR28984805	1056085	1	4706	@SRR28984805.1056085/1 original_name=f75f429b-b246-436d-b2fc-c0350347045f
SRR28984805.1056288/1	1c934067-64d5-4a82-b080-2e57e603accf	SRR28984805	1056288	1	4707	@SRR28984805.1056288/1 original_name=1c934067-64d5-4a82-b080-2e57e603accf
SRR28984805.1056355/1	654b0866-34e6-45b0-b3a8-4d4c970b02ff	SRR28984805	1056355	1	4708	@SRR28984805.1056355/1 original_name=654b0866-34e6-45b0-b3a8-4d4c970b02ff
SRR28984805.1056546/1	8dde1b74-a0b3-46f2-8277-5eb28e880c67	SRR28984805	1056546	1	4709	@SRR28984805.1056546/1 original_name=8dde1b74-a0b3-46f2-8277-5eb28e880c67
SRR28984805.1057679/1	a4b7367d-aeac-4790-8adb-4b44f78436b1	SRR28984805	1057679	1	4710	@SRR28984805.1057679/1 original_name=a4b7367d-aeac-4790-8adb-4b44f78436b1
SRR28984805.1057859/1	3e6e4365-5e37-4547-ab02-e1c4c65fe139	SRR28984805	1057859	1	4711	@SRR28984805.1057859/1 original_name=3e6e4365-5e37-4547-ab02-e1c4c65fe139
SRR28984805.1058479/1	2df06d71-63e4-4e81-aeb4-a7d944b178d9	SRR28984805	1058479	1	4712	@SRR28984805.1058479/1 original_name=2df06d71-63e4-4e81-aeb4-a7d944b178d9
SRR28984805.1058509/1	c9c489f6-5cce-440e-95cb-0b89df99a943	SRR28984805	1058509	1	4713	@SRR28984805.1058509/1 original_name=c9c489f6-5cce-440e-95cb-0b89df99a943
SRR28984805.1058705/1	a3eb54b8-89c6-4946-9b07-6b4d22e1c978	SRR28984805	1058705	1	4714	@SRR28984805.1058705/1 original_name=a3eb54b8-89c6-4946-9b07-6b4d22e1c978
SRR28984805.1059058/1	6ff0aeaa-35a9-4d28-a459-033d3ed37ab0	SRR28984805	1059058	1	4715	@SRR28984805.1059058/1 original_name=6ff0aeaa-35a9-4d28-a459-033d3ed37ab0
SRR28984805.1059108/1	fec72a98-d47f-4391-96d6-52bd4b3b71e1	SRR28984805	1059108	1	4716	@SRR28984805.1059108/1 original_name=fec72a98-d47f-4391-96d6-52bd4b3b71e1
SRR28984805.1059262/1	b9ab2826-3a08-4d86-9800-32bb7fcf9c15	SRR28984805	1059262	1	4717	@SRR28984805.1059262/1 original_name=b9ab2826-3a08-4d86-9800-32bb7fcf9c15
SRR28984805.1059347/1	2e4ac51a-54ab-4924-98bf-0377ca393a65	SRR28984805	1059347	1	4718	@SRR28984805.1059347/1 original_name=2e4ac51a-54ab-4924-98bf-0377ca393a65
SRR28984805.1059810/1	37137575-b1d7-4d6d-85a0-bc4e93afe165	SRR28984805	1059810	1	4719	@SRR28984805.1059810/1 original_name=37137575-b1d7-4d6d-85a0-bc4e93afe165
SRR28984805.1059991/1	8c85d5f5-5c4a-4deb-9ab1-04c3c30928f8	SRR28984805	1059991	1	4720	@SRR28984805.1059991/1 original_name=8c85d5f5-5c4a-4deb-9ab1-04c3c30928f8
SRR28984805.1059996/1	5dcd7e45-036c-4db4-af6b-95ccf045fd52	SRR28984805	1059996	1	4721	@SRR28984805.1059996/1 original_name=5dcd7e45-036c-4db4-af6b-95ccf045fd52
SRR28984805.1060516/1	c966bde1-2925-44de-b8f8-05fb94757e67	SRR28984805	1060516	1	4722	@SRR28984805.1060516/1 original_name=c966bde1-2925-44de-b8f8-05fb94757e67
SRR28984805.1060705/1	90347160-d39f-4e96-9d04-08775245555b	SRR28984805	1060705	1	4723	@SRR28984805.1060705/1 original_name=90347160-d39f-4e96-9d04-08775245555b
SRR28984805.1060963/1	7ff3831f-c38b-488b-a4c0-a85d323d06a8	SRR28984805	1060963	1	4724	@SRR28984805.1060963/1 original_name=7ff3831f-c38b-488b-a4c0-a85d323d06a8
SRR28984805.1061406/1	67c018cd-b16d-40d3-b8a9-bed6bd052295	SRR28984805	1061406	1	4725	@SRR28984805.1061406/1 original_name=67c018cd-b16d-40d3-b8a9-bed6bd052295
SRR28984805.1061695/1	c360c58c-ef4c-41fa-9f00-b0f4913bf9d5	SRR28984805	1061695	1	4726	@SRR28984805.1061695/1 original_name=c360c58c-ef4c-41fa-9f00-b0f4913bf9d5
SRR28984805.1062317/1	3ed3c3b2-728a-438c-a570-0e20aeb49fd2	SRR28984805	1062317	1	4727	@SRR28984805.1062317/1 original_name=3ed3c3b2-728a-438c-a570-0e20aeb49fd2
SRR28984805.1062603/1	f3ff99bc-b7b3-443c-8745-40aed2fe20dc	SRR28984805	1062603	1	4728	@SRR28984805.1062603/1 original_name=f3ff99bc-b7b3-443c-8745-40aed2fe20dc
SRR28984805.1062731/1	d74187ff-4160-4e3a-b8da-d4debdaab650	SRR28984805	1062731	1	4729	@SRR28984805.1062731/1 original_name=d74187ff-4160-4e3a-b8da-d4debdaab650
SRR28984805.1062883/1	4e7f3cc8-db11-448d-bc43-ffe94ae1ee19	SRR28984805	1062883	1	4730	@SRR28984805.1062883/1 original_name=4e7f3cc8-db11-448d-bc43-ffe94ae1ee19
SRR28984805.1063022/1	8709e9ce-c4c5-468f-bd53-cd517b6019b8	SRR28984805	1063022	1	4731	@SRR28984805.1063022/1 original_name=8709e9ce-c4c5-468f-bd53-cd517b6019b8
SRR28984805.1063439/1	1cae233e-09e4-4d4c-8164-9599b04bc67c	SRR28984805	1063439	1	4732	@SRR28984805.1063439/1 original_name=1cae233e-09e4-4d4c-8164-9599b04bc67c
SRR28984805.1063950/1	ceb0419e-60e3-4da4-a930-be27ef25d2f8	SRR28984805	1063950	1	4733	@SRR28984805.1063950/1 original_name=ceb0419e-60e3-4da4-a930-be27ef25d2f8
SRR28984805.1063992/1	bf2f6402-e90b-41cb-a5e8-3ab12d50b200	SRR28984805	1063992	1	4734	@SRR28984805.1063992/1 original_name=bf2f6402-e90b-41cb-a5e8-3ab12d50b200
SRR28984805.1064193/1	d7edc59f-8886-4773-b70e-f4f945d576dc	SRR28984805	1064193	1	4735	@SRR28984805.1064193/1 original_name=d7edc59f-8886-4773-b70e-f4f945d576dc
SRR28984805.1064289/1	016ba9e5-539e-4c09-a29b-cb5a23083410	SRR28984805	1064289	1	4736	@SRR28984805.1064289/1 original_name=016ba9e5-539e-4c09-a29b-cb5a23083410
SRR28984805.1064328/1	318a2feb-49dd-45a8-9e44-e7c218d9f9bb	SRR28984805	1064328	1	4737	@SRR28984805.1064328/1 original_name=318a2feb-49dd-45a8-9e44-e7c218d9f9bb
SRR28984805.1064868/1	c87396e1-96e9-4c2e-b166-284abfb0d37a	SRR28984805	1064868	1	4738	@SRR28984805.1064868/1 original_name=c87396e1-96e9-4c2e-b166-284abfb0d37a
SRR28984805.1065015/1	f099aba2-c484-4f8e-accd-431107081144	SRR28984805	1065015	1	4739	@SRR28984805.1065015/1 original_name=f099aba2-c484-4f8e-accd-431107081144
SRR28984805.1065305/1	56f9dd7c-3636-4329-adb0-8d8f8653e325	SRR28984805	1065305	1	4740	@SRR28984805.1065305/1 original_name=56f9dd7c-3636-4329-adb0-8d8f8653e325
SRR28984805.1065425/1	45e11e21-edb1-4132-a880-801354e57452	SRR28984805	1065425	1	4741	@SRR28984805.1065425/1 original_name=45e11e21-edb1-4132-a880-801354e57452
SRR28984805.1065654/1	f97cd545-4ee0-43ae-b155-3b945e854d43	SRR28984805	1065654	1	4742	@SRR28984805.1065654/1 original_name=f97cd545-4ee0-43ae-b155-3b945e854d43
SRR28984805.1066145/1	cd5eba90-ca1a-44b5-9af2-66374b56f39b	SRR28984805	1066145	1	4743	@SRR28984805.1066145/1 original_name=cd5eba90-ca1a-44b5-9af2-66374b56f39b
SRR28984805.1066168/1	d579a484-1982-4566-9178-d3c625ce3590	SRR28984805	1066168	1	4744	@SRR28984805.1066168/1 original_name=d579a484-1982-4566-9178-d3c625ce3590
SRR28984805.1066206/1	39b10a8b-faad-452b-bde6-4bd9d96a3fa5	SRR28984805	1066206	1	4745	@SRR28984805.1066206/1 original_name=39b10a8b-faad-452b-bde6-4bd9d96a3fa5
SRR28984805.1066247/1	a584c5c5-5157-4840-8338-242e267d076f	SRR28984805	1066247	1	4746	@SRR28984805.1066247/1 original_name=a584c5c5-5157-4840-8338-242e267d076f
SRR28984805.1066446/1	a4e849db-47d5-4ca8-a8b1-ae24a017aca0	SRR28984805	1066446	1	4747	@SRR28984805.1066446/1 original_name=a4e849db-47d5-4ca8-a8b1-ae24a017aca0
SRR28984805.1066557/1	e7c4849d-acdb-41d9-977b-8ed393df80cb	SRR28984805	1066557	1	4748	@SRR28984805.1066557/1 original_name=e7c4849d-acdb-41d9-977b-8ed393df80cb
SRR28984805.1066653/1	2d790475-e5f4-40e3-be42-fae51a7b4e6d	SRR28984805	1066653	1	4749	@SRR28984805.1066653/1 original_name=2d790475-e5f4-40e3-be42-fae51a7b4e6d
SRR28984805.1066959/1	000902ec-2be5-457a-8190-c2a543886aaa	SRR28984805	1066959	1	4750	@SRR28984805.1066959/1 original_name=000902ec-2be5-457a-8190-c2a543886aaa
SRR28984805.1067048/1	bfaf0e8b-bf1f-47d4-90d5-ea12869045b7	SRR28984805	1067048	1	4751	@SRR28984805.1067048/1 original_name=bfaf0e8b-bf1f-47d4-90d5-ea12869045b7
SRR28984805.1067084/1	bab0d2c4-0833-4a53-973d-96a62dfcf527	SRR28984805	1067084	1	4752	@SRR28984805.1067084/1 original_name=bab0d2c4-0833-4a53-973d-96a62dfcf527
SRR28984805.1067153/1	b4769d5e-efc7-4b74-8476-4dcc372afdcb	SRR28984805	1067153	1	4753	@SRR28984805.1067153/1 original_name=b4769d5e-efc7-4b74-8476-4dcc372afdcb
SRR28984805.1067172/1	3d72caa5-e5c0-4593-a6af-c2a9f52336f8	SRR28984805	1067172	1	4754	@SRR28984805.1067172/1 original_name=3d72caa5-e5c0-4593-a6af-c2a9f52336f8
SRR28984805.1067918/1	f08e599a-2f64-4dde-a150-04bd2b6da277	SRR28984805	1067918	1	4755	@SRR28984805.1067918/1 original_name=f08e599a-2f64-4dde-a150-04bd2b6da277
SRR28984805.1068393/1	5a225fb8-f4f3-44ee-9079-ccc602304418	SRR28984805	1068393	1	4756	@SRR28984805.1068393/1 original_name=5a225fb8-f4f3-44ee-9079-ccc602304418
SRR28984805.1069183/1	d3f8928c-c187-478c-9feb-d44c16731f40	SRR28984805	1069183	1	4757	@SRR28984805.1069183/1 original_name=d3f8928c-c187-478c-9feb-d44c16731f40
SRR28984805.1069200/1	fde9ffb6-dbf0-49f4-8f3d-d9eaa7a17689	SRR28984805	1069200	1	4758	@SRR28984805.1069200/1 original_name=fde9ffb6-dbf0-49f4-8f3d-d9eaa7a17689
SRR28984805.1069828/1	ca1f21a7-5769-479a-9fe3-77453612e781	SRR28984805	1069828	1	4759	@SRR28984805.1069828/1 original_name=ca1f21a7-5769-479a-9fe3-77453612e781
SRR28984805.1069838/1	a60c008d-d8fa-4520-818d-4ddd0f433fc0	SRR28984805	1069838	1	4760	@SRR28984805.1069838/1 original_name=a60c008d-d8fa-4520-818d-4ddd0f433fc0
SRR28984805.1069934/1	f8db4a52-e141-48c8-a04c-ba194ee2cc07	SRR28984805	1069934	1	4761	@SRR28984805.1069934/1 original_name=f8db4a52-e141-48c8-a04c-ba194ee2cc07
SRR28984805.1070025/1	6e910348-3d6c-4d1f-a0a6-7a70a58cd3cc	SRR28984805	1070025	1	4762	@SRR28984805.1070025/1 original_name=6e910348-3d6c-4d1f-a0a6-7a70a58cd3cc
SRR28984805.1070508/1	615e61a8-cf1d-4603-8add-ca191bfa72d4	SRR28984805	1070508	1	4763	@SRR28984805.1070508/1 original_name=615e61a8-cf1d-4603-8add-ca191bfa72d4
SRR28984805.1070523/1	bb9d067b-b317-4a4d-8b02-9233aaf17044	SRR28984805	1070523	1	4764	@SRR28984805.1070523/1 original_name=bb9d067b-b317-4a4d-8b02-9233aaf17044
SRR28984805.1070545/1	084b355d-6da7-442b-9656-618684279f09	SRR28984805	1070545	1	4765	@SRR28984805.1070545/1 original_name=084b355d-6da7-442b-9656-618684279f09
SRR28984805.1070585/1	ad84744b-7e7e-4550-a75c-91535ac887b0	SRR28984805	1070585	1	4766	@SRR28984805.1070585/1 original_name=ad84744b-7e7e-4550-a75c-91535ac887b0
SRR28984805.1070606/1	f0908d94-9a37-4cb1-8830-5e4848e45309	SRR28984805	1070606	1	4767	@SRR28984805.1070606/1 original_name=f0908d94-9a37-4cb1-8830-5e4848e45309
SRR28984805.1070710/1	3fe60f06-fcd3-4d62-a1c9-bdbe4efe97d1	SRR28984805	1070710	1	4768	@SRR28984805.1070710/1 original_name=3fe60f06-fcd3-4d62-a1c9-bdbe4efe97d1
SRR28984805.1070946/1	61042392-5c94-440a-a1cd-2296f41661c1	SRR28984805	1070946	1	4769	@SRR28984805.1070946/1 original_name=61042392-5c94-440a-a1cd-2296f41661c1
SRR28984805.1071173/1	7b5da0cc-d4e4-4e0d-a3cb-d916d3e34a1b	SRR28984805	1071173	1	4770	@SRR28984805.1071173/1 original_name=7b5da0cc-d4e4-4e0d-a3cb-d916d3e34a1b
SRR28984805.1071390/1	7f621722-a699-4108-b8b9-15ec0ae5b2d4	SRR28984805	1071390	1	4771	@SRR28984805.1071390/1 original_name=7f621722-a699-4108-b8b9-15ec0ae5b2d4
SRR28984805.1071602/1	b2abb4da-15ca-4ac1-95a0-ae88d3c3472b	SRR28984805	1071602	1	4772	@SRR28984805.1071602/1 original_name=b2abb4da-15ca-4ac1-95a0-ae88d3c3472b
SRR28984805.1071652/1	2d05df58-1227-4817-a6f6-04340cc4172a	SRR28984805	1071652	1	4773	@SRR28984805.1071652/1 original_name=2d05df58-1227-4817-a6f6-04340cc4172a
SRR28984805.1071817/1	3d985c8d-8062-4087-b981-278533bdd9f6	SRR28984805	1071817	1	4774	@SRR28984805.1071817/1 original_name=3d985c8d-8062-4087-b981-278533bdd9f6
SRR28984805.1071956/1	c59e85e3-cc18-48b7-a072-3d34e98f8197	SRR28984805	1071956	1	4775	@SRR28984805.1071956/1 original_name=c59e85e3-cc18-48b7-a072-3d34e98f8197
SRR28984805.1072402/1	e974bb42-244a-4f17-897b-af7429b04df8	SRR28984805	1072402	1	4776	@SRR28984805.1072402/1 original_name=e974bb42-244a-4f17-897b-af7429b04df8
SRR28984805.1072862/1	3466d5f9-251a-4e16-a2cc-21456fbe94be	SRR28984805	1072862	1	4777	@SRR28984805.1072862/1 original_name=3466d5f9-251a-4e16-a2cc-21456fbe94be
SRR28984805.1073841/1	bf67ebf1-2b67-4752-ba4a-dd785547d39e	SRR28984805	1073841	1	4778	@SRR28984805.1073841/1 original_name=bf67ebf1-2b67-4752-ba4a-dd785547d39e
SRR28984805.1073843/1	6b1457b4-544c-4bb2-996c-7f1209dcb704	SRR28984805	1073843	1	4779	@SRR28984805.1073843/1 original_name=6b1457b4-544c-4bb2-996c-7f1209dcb704
SRR28984805.1073905/1	7693cbf9-6111-41db-9ad0-ad7193391fa1	SRR28984805	1073905	1	4780	@SRR28984805.1073905/1 original_name=7693cbf9-6111-41db-9ad0-ad7193391fa1
SRR28984805.1074016/1	7139a562-d8f6-402b-9485-dfd159add063	SRR28984805	1074016	1	4781	@SRR28984805.1074016/1 original_name=7139a562-d8f6-402b-9485-dfd159add063
SRR28984805.1074049/1	9bf59e43-08b0-4a23-95ab-049c1e0a1fdb	SRR28984805	1074049	1	4782	@SRR28984805.1074049/1 original_name=9bf59e43-08b0-4a23-95ab-049c1e0a1fdb
SRR28984805.1074130/1	cbc012a0-caa2-4c8a-b293-b1a1de37ff8d	SRR28984805	1074130	1	4783	@SRR28984805.1074130/1 original_name=cbc012a0-caa2-4c8a-b293-b1a1de37ff8d
SRR28984805.1074401/1	d1d14f2c-f39c-4730-bc25-a4a3b8f69edd	SRR28984805	1074401	1	4784	@SRR28984805.1074401/1 original_name=d1d14f2c-f39c-4730-bc25-a4a3b8f69edd
SRR28984805.1075160/1	d66482d1-a438-4e9c-8cfa-7bbcebb5ba4a	SRR28984805	1075160	1	4785	@SRR28984805.1075160/1 original_name=d66482d1-a438-4e9c-8cfa-7bbcebb5ba4a
SRR28984805.1075214/1	3160679e-1b09-4c30-a5e3-d45fb257702d	SRR28984805	1075214	1	4786	@SRR28984805.1075214/1 original_name=3160679e-1b09-4c30-a5e3-d45fb257702d
SRR28984805.1075317/1	ea0a454c-c8d1-4e6a-9fb0-2d2e43a41fb6	SRR28984805	1075317	1	4787	@SRR28984805.1075317/1 original_name=ea0a454c-c8d1-4e6a-9fb0-2d2e43a41fb6
SRR28984805.1075552/1	1a717f43-7c00-4ac4-afee-a04e077ca010	SRR28984805	1075552	1	4788	@SRR28984805.1075552/1 original_name=1a717f43-7c00-4ac4-afee-a04e077ca010
SRR28984805.1076048/1	91a8fbfc-e1c2-448a-8f4d-482a28278898	SRR28984805	1076048	1	4789	@SRR28984805.1076048/1 original_name=91a8fbfc-e1c2-448a-8f4d-482a28278898
SRR28984805.1076136/1	737e4083-118c-40d6-b8ca-43a87588db4c	SRR28984805	1076136	1	4790	@SRR28984805.1076136/1 original_name=737e4083-118c-40d6-b8ca-43a87588db4c
SRR28984805.1076959/1	eb6b8f23-f6b6-4301-b12a-95dde806cf66	SRR28984805	1076959	1	4791	@SRR28984805.1076959/1 original_name=eb6b8f23-f6b6-4301-b12a-95dde806cf66
SRR28984805.1076991/1	80796ed0-fc35-4eb7-b6b9-be45631c25ac	SRR28984805	1076991	1	4792	@SRR28984805.1076991/1 original_name=80796ed0-fc35-4eb7-b6b9-be45631c25ac
SRR28984805.1077042/1	cac2e8bc-8d20-49e9-8165-575b8ccaba21	SRR28984805	1077042	1	4793	@SRR28984805.1077042/1 original_name=cac2e8bc-8d20-49e9-8165-575b8ccaba21
SRR28984805.1077285/1	b5540e6f-64fd-42e1-96d2-f900d9450e61	SRR28984805	1077285	1	4794	@SRR28984805.1077285/1 original_name=b5540e6f-64fd-42e1-96d2-f900d9450e61
SRR28984805.1077523/1	bead8447-8fda-4246-9f62-a04afce03ebe	SRR28984805	1077523	1	4795	@SRR28984805.1077523/1 original_name=bead8447-8fda-4246-9f62-a04afce03ebe
SRR28984805.1077796/1	a55f8d36-afbe-4a60-b2d7-a97127780819	SRR28984805	1077796	1	4796	@SRR28984805.1077796/1 original_name=a55f8d36-afbe-4a60-b2d7-a97127780819
SRR28984805.1077877/1	af7b52d7-cfb6-4fea-ba5d-e60a95e0da3c	SRR28984805	1077877	1	4797	@SRR28984805.1077877/1 original_name=af7b52d7-cfb6-4fea-ba5d-e60a95e0da3c
SRR28984805.1078007/1	d7110ebb-e605-4d80-8afa-404bd414333e	SRR28984805	1078007	1	4798	@SRR28984805.1078007/1 original_name=d7110ebb-e605-4d80-8afa-404bd414333e
SRR28984805.1078120/1	6dae0498-96b3-4433-a186-4b6b2b90527e	SRR28984805	1078120	1	4799	@SRR28984805.1078120/1 original_name=6dae0498-96b3-4433-a186-4b6b2b90527e
SRR28984805.1078465/1	91dc92a3-0fa7-4a02-a4c5-2df0c7242595	SRR28984805	1078465	1	4800	@SRR28984805.1078465/1 original_name=91dc92a3-0fa7-4a02-a4c5-2df0c7242595
SRR28984805.1078496/1	562cef38-e632-4fad-9d3e-e81eb0635065	SRR28984805	1078496	1	4801	@SRR28984805.1078496/1 original_name=562cef38-e632-4fad-9d3e-e81eb0635065
SRR28984805.1078789/1	bd8d33cb-c689-46a8-aa5e-11096a9d698e	SRR28984805	1078789	1	4802	@SRR28984805.1078789/1 original_name=bd8d33cb-c689-46a8-aa5e-11096a9d698e
SRR28984805.1078828/1	f011a61c-ba18-419f-b85a-7a2334b73917	SRR28984805	1078828	1	4803	@SRR28984805.1078828/1 original_name=f011a61c-ba18-419f-b85a-7a2334b73917
SRR28984805.1078893/1	10f64fb6-84eb-45eb-b3b0-9dd8acb1d094	SRR28984805	1078893	1	4804	@SRR28984805.1078893/1 original_name=10f64fb6-84eb-45eb-b3b0-9dd8acb1d094
SRR28984805.1078952/1	3811fea4-5ec0-40d1-ab27-e433c1f62677	SRR28984805	1078952	1	4805	@SRR28984805.1078952/1 original_name=3811fea4-5ec0-40d1-ab27-e433c1f62677
SRR28984805.1078969/1	26972d40-56ee-4022-a8ad-c08f532dc9c9	SRR28984805	1078969	1	4806	@SRR28984805.1078969/1 original_name=26972d40-56ee-4022-a8ad-c08f532dc9c9
SRR28984805.1079031/1	6f21b4e0-00e4-48a1-9327-b66556545387	SRR28984805	1079031	1	4807	@SRR28984805.1079031/1 original_name=6f21b4e0-00e4-48a1-9327-b66556545387
SRR28984805.1079365/1	adc13086-27fb-4708-9126-61cae77e4978	SRR28984805	1079365	1	4808	@SRR28984805.1079365/1 original_name=adc13086-27fb-4708-9126-61cae77e4978
SRR28984805.1079687/1	dbb055bc-3f6e-4731-b999-0475e88b4d0b	SRR28984805	1079687	1	4809	@SRR28984805.1079687/1 original_name=dbb055bc-3f6e-4731-b999-0475e88b4d0b
SRR28984805.1079715/1	4c90b4fe-c45b-4790-9565-6f0a9120bc2f	SRR28984805	1079715	1	4810	@SRR28984805.1079715/1 original_name=4c90b4fe-c45b-4790-9565-6f0a9120bc2f
SRR28984805.1080549/1	6bfc4978-2a70-442d-a854-5f9d0a2d76e7	SRR28984805	1080549	1	4811	@SRR28984805.1080549/1 original_name=6bfc4978-2a70-442d-a854-5f9d0a2d76e7
SRR28984805.1080808/1	f940ef8b-5154-4f56-9734-401989fb12e3	SRR28984805	1080808	1	4812	@SRR28984805.1080808/1 original_name=f940ef8b-5154-4f56-9734-401989fb12e3
SRR28984805.1081066/1	73be1e4a-d5ee-41d3-a30e-77249074a420	SRR28984805	1081066	1	4813	@SRR28984805.1081066/1 original_name=73be1e4a-d5ee-41d3-a30e-77249074a420
SRR28984805.1081115/1	8c3ba586-c4f4-4952-b86a-0f207de541b5	SRR28984805	1081115	1	4814	@SRR28984805.1081115/1 original_name=8c3ba586-c4f4-4952-b86a-0f207de541b5
SRR28984805.1081600/1	0163539b-d90f-4fc2-b0a8-36b3e9508028	SRR28984805	1081600	1	4815	@SRR28984805.1081600/1 original_name=0163539b-d90f-4fc2-b0a8-36b3e9508028
SRR28984805.1081839/1	d3aa4823-f26e-412a-9fc3-029db963f90d	SRR28984805	1081839	1	4816	@SRR28984805.1081839/1 original_name=d3aa4823-f26e-412a-9fc3-029db963f90d
SRR28984805.1082153/1	cd8faabb-2e40-433d-9626-bf62b4aa2a1d	SRR28984805	1082153	1	4817	@SRR28984805.1082153/1 original_name=cd8faabb-2e40-433d-9626-bf62b4aa2a1d
SRR28984805.1082458/1	fb019061-752c-4e07-896b-ec873e5408bb	SRR28984805	1082458	1	4818	@SRR28984805.1082458/1 original_name=fb019061-752c-4e07-896b-ec873e5408bb
SRR28984805.1082900/1	8283d7e7-c1e7-470d-bae0-d63f71dce27d	SRR28984805	1082900	1	4819	@SRR28984805.1082900/1 original_name=8283d7e7-c1e7-470d-bae0-d63f71dce27d
SRR28984805.1084219/1	a568e23c-9f1f-4103-9c79-b05f664980f4	SRR28984805	1084219	1	4820	@SRR28984805.1084219/1 original_name=a568e23c-9f1f-4103-9c79-b05f664980f4
SRR28984805.1084327/1	2d4985d7-9a4b-4b2a-bffb-f891fefc6a37	SRR28984805	1084327	1	4821	@SRR28984805.1084327/1 original_name=2d4985d7-9a4b-4b2a-bffb-f891fefc6a37
SRR28984805.1084377/1	28c3485c-c092-43a6-853b-0ceb7840ee13	SRR28984805	1084377	1	4822	@SRR28984805.1084377/1 original_name=28c3485c-c092-43a6-853b-0ceb7840ee13
SRR28984805.1084819/1	ee501503-c840-4fa4-93aa-f4f6bac0732f	SRR28984805	1084819	1	4823	@SRR28984805.1084819/1 original_name=ee501503-c840-4fa4-93aa-f4f6bac0732f
SRR28984805.1084964/1	5b19b7ec-415a-431f-a270-854bf460f549	SRR28984805	1084964	1	4824	@SRR28984805.1084964/1 original_name=5b19b7ec-415a-431f-a270-854bf460f549
SRR28984805.1085020/1	d3e4aa58-729b-45af-8424-07c842b162dc	SRR28984805	1085020	1	4825	@SRR28984805.1085020/1 original_name=d3e4aa58-729b-45af-8424-07c842b162dc
SRR28984805.1085904/1	c457f8c8-f9b6-4cfd-9e17-f5eeafefe4ef	SRR28984805	1085904	1	4826	@SRR28984805.1085904/1 original_name=c457f8c8-f9b6-4cfd-9e17-f5eeafefe4ef
SRR28984805.1086838/1	4fb8a468-717a-4d8e-898d-9cc3ea8c0231	SRR28984805	1086838	1	4827	@SRR28984805.1086838/1 original_name=4fb8a468-717a-4d8e-898d-9cc3ea8c0231
SRR28984805.1087441/1	00aeca90-104b-440c-a351-f1318080e07d	SRR28984805	1087441	1	4828	@SRR28984805.1087441/1 original_name=00aeca90-104b-440c-a351-f1318080e07d
SRR28984805.1087716/1	336a29d0-edbd-4286-8d62-53f83cccab1c	SRR28984805	1087716	1	4829	@SRR28984805.1087716/1 original_name=336a29d0-edbd-4286-8d62-53f83cccab1c
SRR28984805.1088065/1	cffd190c-d963-4f36-94bb-4c0256dd7274	SRR28984805	1088065	1	4830	@SRR28984805.1088065/1 original_name=cffd190c-d963-4f36-94bb-4c0256dd7274
SRR28984805.1088163/1	1fad1213-0190-42ff-8a29-bc8da36d910e	SRR28984805	1088163	1	4831	@SRR28984805.1088163/1 original_name=1fad1213-0190-42ff-8a29-bc8da36d910e
SRR28984805.1088178/1	1ec95ec2-4c4f-47da-a4ba-1c1813c179ad	SRR28984805	1088178	1	4832	@SRR28984805.1088178/1 original_name=1ec95ec2-4c4f-47da-a4ba-1c1813c179ad
SRR28984805.1088228/1	b4b8265e-68df-474d-bcc3-c1313ad836d6	SRR28984805	1088228	1	4833	@SRR28984805.1088228/1 original_name=b4b8265e-68df-474d-bcc3-c1313ad836d6
SRR28984805.1088744/1	f388b2cd-201f-4090-89d2-5ef9ba8506bc	SRR28984805	1088744	1	4834	@SRR28984805.1088744/1 original_name=f388b2cd-201f-4090-89d2-5ef9ba8506bc
SRR28984805.1090074/1	49ba5660-bdc2-4f31-b34a-58cd9109a279	SRR28984805	1090074	1	4835	@SRR28984805.1090074/1 original_name=49ba5660-bdc2-4f31-b34a-58cd9109a279
SRR28984805.1090190/1	3cd25aa5-9994-4583-8d8f-d0bfcca728b6	SRR28984805	1090190	1	4836	@SRR28984805.1090190/1 original_name=3cd25aa5-9994-4583-8d8f-d0bfcca728b6
SRR28984805.1090484/1	aecc9558-94a8-4db9-bfe7-e9d791829f5e	SRR28984805	1090484	1	4837	@SRR28984805.1090484/1 original_name=aecc9558-94a8-4db9-bfe7-e9d791829f5e
SRR28984805.1090722/1	d17585ca-31d4-4619-917b-884fd664fcd7	SRR28984805	1090722	1	4838	@SRR28984805.1090722/1 original_name=d17585ca-31d4-4619-917b-884fd664fcd7
