read_alias	original_read_name	run_accession	spot_id	read_number	split_fastq_record_number	source_fastq_header
SRR28984805.117/1	e1c9fccf-b690-4e5a-a07a-6e3fc0ba3794	SRR28984805	117	1	1	@SRR28984805.117/1 original_name=e1c9fccf-b690-4e5a-a07a-6e3fc0ba3794
SRR28984805.1084/1	1d7b081f-d756-458b-878f-9325da24378b	SRR28984805	1084	1	2	@SRR28984805.1084/1 original_name=1d7b081f-d756-458b-878f-9325da24378b
SRR28984805.1652/1	9f079d24-6497-4225-b1a6-79d5552eaa1f	SRR28984805	1652	1	3	@SRR28984805.1652/1 original_name=9f079d24-6497-4225-b1a6-79d5552eaa1f
SRR28984805.2078/1	393e342c-b00a-40b4-bee5-8fc237832e2c	SRR28984805	2078	1	4	@SRR28984805.2078/1 original_name=393e342c-b00a-40b4-bee5-8fc237832e2c
SRR28984805.2087/1	f587a609-b852-4299-8014-e036cb9d8acc	SRR28984805	2087	1	5	@SRR28984805.2087/1 original_name=f587a609-b852-4299-8014-e036cb9d8acc
SRR28984805.2089/1	74d5e504-80ce-461e-9fcb-9eeebe3364f3	SRR28984805	2089	1	6	@SRR28984805.2089/1 original_name=74d5e504-80ce-461e-9fcb-9eeebe3364f3
SRR28984805.2184/1	97a88940-b1e4-4121-8c78-cdc8042fc679	SRR28984805	2184	1	7	@SRR28984805.2184/1 original_name=97a88940-b1e4-4121-8c78-cdc8042fc679
SRR28984805.2314/1	9f7bc226-1a21-43bc-827e-cde065dc5932	SRR28984805	2314	1	8	@SRR28984805.2314/1 original_name=9f7bc226-1a21-43bc-827e-cde065dc5932
SRR28984805.2653/1	89ae016b-2012-4f90-9df1-f5fc9130e604	SRR28984805	2653	1	9	@SRR28984805.2653/1 original_name=89ae016b-2012-4f90-9df1-f5fc9130e604
SRR28984805.3127/1	4a91c380-0bd6-4f98-996e-0d11e9a2a19e	SRR28984805	3127	1	10	@SRR28984805.3127/1 original_name=4a91c380-0bd6-4f98-996e-0d11e9a2a19e
SRR28984805.4032/1	5b1d5fc4-f581-4c35-bf4a-bf66468bb407	SRR28984805	4032	1	11	@SRR28984805.4032/1 original_name=5b1d5fc4-f581-4c35-bf4a-bf66468bb407
SRR28984805.4166/1	d9e5643f-2bd7-4116-b1eb-bf859121238e	SRR28984805	4166	1	12	@SRR28984805.4166/1 original_name=d9e5643f-2bd7-4116-b1eb-bf859121238e
SRR28984805.4242/1	cc5d28a9-78a3-4f54-a7b8-7c6ef6a49e92	SRR28984805	4242	1	13	@SRR28984805.4242/1 original_name=cc5d28a9-78a3-4f54-a7b8-7c6ef6a49e92
SRR28984805.4361/1	ec90ee8e-cbfa-48b4-bd49-a61f4c148bff	SRR28984805	4361	1	14	@SRR28984805.4361/1 original_name=ec90ee8e-cbfa-48b4-bd49-a61f4c148bff
SRR28984805.4375/1	257a38b6-2592-4910-a96f-80369c6f8817	SRR28984805	4375	1	15	@SRR28984805.4375/1 original_name=257a38b6-2592-4910-a96f-80369c6f8817
SRR28984805.4599/1	ca94e8bb-2557-4a9e-b20a-180104835ff5	SRR28984805	4599	1	16	@SRR28984805.4599/1 original_name=ca94e8bb-2557-4a9e-b20a-180104835ff5
SRR28984805.4975/1	1a7c29c2-4d02-4349-9fb2-18b307885e98	SRR28984805	4975	1	17	@SRR28984805.4975/1 original_name=1a7c29c2-4d02-4349-9fb2-18b307885e98
SRR28984805.5011/1	181a72dc-2d38-4ba6-85eb-b8da07f4d54c	SRR28984805	5011	1	18	@SRR28984805.5011/1 original_name=181a72dc-2d38-4ba6-85eb-b8da07f4d54c
SRR28984805.5120/1	1239defc-68d9-4c6b-a82f-ac6f9f77c13b	SRR28984805	5120	1	19	@SRR28984805.5120/1 original_name=1239defc-68d9-4c6b-a82f-ac6f9f77c13b
SRR28984805.5281/1	e9fed478-49bc-4720-ab36-c745f4af9e2a	SRR28984805	5281	1	20	@SRR28984805.5281/1 original_name=e9fed478-49bc-4720-ab36-c745f4af9e2a
SRR28984805.5539/1	31c8583b-b12c-47eb-8c90-6b6091ad367a	SRR28984805	5539	1	21	@SRR28984805.5539/1 original_name=31c8583b-b12c-47eb-8c90-6b6091ad367a
SRR28984805.5797/1	7a957195-cd1e-44af-99ed-3393fa8cfc12	SRR28984805	5797	1	22	@SRR28984805.5797/1 original_name=7a957195-cd1e-44af-99ed-3393fa8cfc12
SRR28984805.5895/1	6f24fe27-2a98-41e0-b733-4d8a624d2a7a	SRR28984805	5895	1	23	@SRR28984805.5895/1 original_name=6f24fe27-2a98-41e0-b733-4d8a624d2a7a
SRR28984805.5928/1	7b81811d-2334-4a07-9405-92c9fcc3e8be	SRR28984805	5928	1	24	@SRR28984805.5928/1 original_name=7b81811d-2334-4a07-9405-92c9fcc3e8be
SRR28984805.6194/1	49acba62-454c-4043-8314-27b56d42efca	SRR28984805	6194	1	25	@SRR28984805.6194/1 original_name=49acba62-454c-4043-8314-27b56d42efca
SRR28984805.6457/1	6b6d71c9-8139-43c7-a80b-5a06aa556327	SRR28984805	6457	1	26	@SRR28984805.6457/1 original_name=6b6d71c9-8139-43c7-a80b-5a06aa556327
SRR28984805.6518/1	656795e8-2336-4a85-aed4-acd17f473022	SRR28984805	6518	1	27	@SRR28984805.6518/1 original_name=656795e8-2336-4a85-aed4-acd17f473022
SRR28984805.6587/1	c6b0eedb-efea-4b34-ace0-2a6718a0e9f5	SRR28984805	6587	1	28	@SRR28984805.6587/1 original_name=c6b0eedb-efea-4b34-ace0-2a6718a0e9f5
SRR28984805.6595/1	e80ca803-0bb1-43bf-84d6-3c413c0518cb	SRR28984805	6595	1	29	@SRR28984805.6595/1 original_name=e80ca803-0bb1-43bf-84d6-3c413c0518cb
SRR28984805.6683/1	9787b6ac-3c10-4447-98c4-971ef3a36a56	SRR28984805	6683	1	30	@SRR28984805.6683/1 original_name=9787b6ac-3c10-4447-98c4-971ef3a36a56
SRR28984805.6860/1	225951c9-0e12-4eef-962d-f8bffee5b90a	SRR28984805	6860	1	31	@SRR28984805.6860/1 original_name=225951c9-0e12-4eef-962d-f8bffee5b90a
SRR28984805.7237/1	ffb7f7c6-2bf5-4aa4-a1b5-a77a3434f997	SRR28984805	7237	1	32	@SRR28984805.7237/1 original_name=ffb7f7c6-2bf5-4aa4-a1b5-a77a3434f997
SRR28984805.7317/1	0701f363-43eb-4188-94ba-46ed1f7d91b2	SRR28984805	7317	1	33	@SRR28984805.7317/1 original_name=0701f363-43eb-4188-94ba-46ed1f7d91b2
SRR28984805.7367/1	63efc4c5-3bb5-484b-8a6d-eeaad171e974	SRR28984805	7367	1	34	@SRR28984805.7367/1 original_name=63efc4c5-3bb5-484b-8a6d-eeaad171e974
SRR28984805.7437/1	3d87c798-29a7-4869-abc6-20139abfc799	SRR28984805	7437	1	35	@SRR28984805.7437/1 original_name=3d87c798-29a7-4869-abc6-20139abfc799
SRR28984805.7568/1	c923df2e-01ca-463e-a7ab-b61b2f020bd2	SRR28984805	7568	1	36	@SRR28984805.7568/1 original_name=c923df2e-01ca-463e-a7ab-b61b2f020bd2
SRR28984805.7893/1	9130f1ba-cb16-4d0b-ab75-e5b7ecd6a6ac	SRR28984805	7893	1	37	@SRR28984805.7893/1 original_name=9130f1ba-cb16-4d0b-ab75-e5b7ecd6a6ac
SRR28984805.8077/1	f981979b-1635-4d38-8b08-0f7ca41a190d	SRR28984805	8077	1	38	@SRR28984805.8077/1 original_name=f981979b-1635-4d38-8b08-0f7ca41a190d
SRR28984805.8346/1	75b82ff4-9d91-4e3a-a709-e50117babcd4	SRR28984805	8346	1	39	@SRR28984805.8346/1 original_name=75b82ff4-9d91-4e3a-a709-e50117babcd4
SRR28984805.8554/1	a9159f77-f56c-4364-8860-58a4ae7d0d1a	SRR28984805	8554	1	40	@SRR28984805.8554/1 original_name=a9159f77-f56c-4364-8860-58a4ae7d0d1a
SRR28984805.9370/1	8648434b-ef8d-4294-a3de-f404720f8d8c	SRR28984805	9370	1	41	@SRR28984805.9370/1 original_name=8648434b-ef8d-4294-a3de-f404720f8d8c
SRR28984805.9881/1	f113a750-0a30-49e7-854c-275773f6f468	SRR28984805	9881	1	42	@SRR28984805.9881/1 original_name=f113a750-0a30-49e7-854c-275773f6f468
SRR28984805.10066/1	480849f8-d5da-4cd8-a3f6-28d196ced065	SRR28984805	10066	1	43	@SRR28984805.10066/1 original_name=480849f8-d5da-4cd8-a3f6-28d196ced065
SRR28984805.10353/1	e169cde5-764e-48aa-9ffc-4cb7a73462ac	SRR28984805	10353	1	44	@SRR28984805.10353/1 original_name=e169cde5-764e-48aa-9ffc-4cb7a73462ac
SRR28984805.10415/1	28e93d19-f282-4d5d-b66e-bd041edf1b81	SRR28984805	10415	1	45	@SRR28984805.10415/1 original_name=28e93d19-f282-4d5d-b66e-bd041edf1b81
SRR28984805.10430/1	0a8a27ed-80dd-48b4-9cd0-d65df0cf2ef8	SRR28984805	10430	1	46	@SRR28984805.10430/1 original_name=0a8a27ed-80dd-48b4-9cd0-d65df0cf2ef8
SRR28984805.10507/1	850ca110-34f9-4142-862b-60e00189571b	SRR28984805	10507	1	47	@SRR28984805.10507/1 original_name=850ca110-34f9-4142-862b-60e00189571b
SRR28984805.10907/1	a773905b-05eb-41a9-90f8-48e6ec395d57	SRR28984805	10907	1	48	@SRR28984805.10907/1 original_name=a773905b-05eb-41a9-90f8-48e6ec395d57
SRR28984805.10927/1	4eb7ef8c-38c0-4f3d-8979-60124a05239c	SRR28984805	10927	1	49	@SRR28984805.10927/1 original_name=4eb7ef8c-38c0-4f3d-8979-60124a05239c
SRR28984805.10987/1	412c8392-4174-4b2c-8eb1-1cb0bc486e36	SRR28984805	10987	1	50	@SRR28984805.10987/1 original_name=412c8392-4174-4b2c-8eb1-1cb0bc486e36
SRR28984805.11079/1	70112f64-114b-47b5-813c-96a86a7f2581	SRR28984805	11079	1	51	@SRR28984805.11079/1 original_name=70112f64-114b-47b5-813c-96a86a7f2581
SRR28984805.11354/1	776be4b1-fb46-4c51-b06e-82337e8488b9	SRR28984805	11354	1	52	@SRR28984805.11354/1 original_name=776be4b1-fb46-4c51-b06e-82337e8488b9
SRR28984805.11371/1	35171c8f-164f-4988-a7fd-b834096fbfe3	SRR28984805	11371	1	53	@SRR28984805.11371/1 original_name=35171c8f-164f-4988-a7fd-b834096fbfe3
SRR28984805.12558/1	f0181dac-8587-4826-b121-7729bd97509d	SRR28984805	12558	1	54	@SRR28984805.12558/1 original_name=f0181dac-8587-4826-b121-7729bd97509d
SRR28984805.12742/1	4b0bdbfe-592b-4cff-bf18-d6d7f3d67c20	SRR28984805	12742	1	55	@SRR28984805.12742/1 original_name=4b0bdbfe-592b-4cff-bf18-d6d7f3d67c20
SRR28984805.12822/1	c78baf38-c27b-4bf0-ac93-af87a1168f2a	SRR28984805	12822	1	56	@SRR28984805.12822/1 original_name=c78baf38-c27b-4bf0-ac93-af87a1168f2a
SRR28984805.13091/1	b24706e2-d37b-4747-b1ab-80af26de05db	SRR28984805	13091	1	57	@SRR28984805.13091/1 original_name=b24706e2-d37b-4747-b1ab-80af26de05db
SRR28984805.13278/1	a0b4e0a9-c671-4029-ace8-f4be006da25f	SRR28984805	13278	1	58	@SRR28984805.13278/1 original_name=a0b4e0a9-c671-4029-ace8-f4be006da25f
SRR28984805.13300/1	88b8c28c-71b4-447e-b58c-9b6f2d768b8d	SRR28984805	13300	1	59	@SRR28984805.13300/1 original_name=88b8c28c-71b4-447e-b58c-9b6f2d768b8d
SRR28984805.13458/1	30958e95-4d09-4b8c-8174-b73d427e0b21	SRR28984805	13458	1	60	@SRR28984805.13458/1 original_name=30958e95-4d09-4b8c-8174-b73d427e0b21
SRR28984805.13480/1	953ac3d7-d2b0-4ded-a2b7-0cb9c49a0571	SRR28984805	13480	1	61	@SRR28984805.13480/1 original_name=953ac3d7-d2b0-4ded-a2b7-0cb9c49a0571
SRR28984805.13700/1	e8c357d9-a2a5-4399-81d3-b35eb45e7ab3	SRR28984805	13700	1	62	@SRR28984805.13700/1 original_name=e8c357d9-a2a5-4399-81d3-b35eb45e7ab3
SRR28984805.13710/1	41d9127e-6878-4231-83e5-ff7be1ad834d	SRR28984805	13710	1	63	@SRR28984805.13710/1 original_name=41d9127e-6878-4231-83e5-ff7be1ad834d
SRR28984805.13893/1	429b006e-63a0-4113-ac73-84ff02ff66fc	SRR28984805	13893	1	64	@SRR28984805.13893/1 original_name=429b006e-63a0-4113-ac73-84ff02ff66fc
SRR28984805.14016/1	80ef2b2c-de6e-4a02-9d3c-cad88ab2c3f6	SRR28984805	14016	1	65	@SRR28984805.14016/1 original_name=80ef2b2c-de6e-4a02-9d3c-cad88ab2c3f6
SRR28984805.14069/1	11ae17d4-0f7b-4201-a32f-f3f353707efe	SRR28984805	14069	1	66	@SRR28984805.14069/1 original_name=11ae17d4-0f7b-4201-a32f-f3f353707efe
SRR28984805.14487/1	5370467b-4353-4589-bad9-665cc3c9e183	SRR28984805	14487	1	67	@SRR28984805.14487/1 original_name=5370467b-4353-4589-bad9-665cc3c9e183
SRR28984805.14725/1	fb3d36dc-f57b-4009-91c8-4c226b1f0df4	SRR28984805	14725	1	68	@SRR28984805.14725/1 original_name=fb3d36dc-f57b-4009-91c8-4c226b1f0df4
SRR28984805.15605/1	eb18fe81-0922-4764-a7d5-085091bcd2e6	SRR28984805	15605	1	69	@SRR28984805.15605/1 original_name=eb18fe81-0922-4764-a7d5-085091bcd2e6
SRR28984805.15681/1	28117cf5-88d7-4df2-b583-37a51f7131cf	SRR28984805	15681	1	70	@SRR28984805.15681/1 original_name=28117cf5-88d7-4df2-b583-37a51f7131cf
SRR28984805.15987/1	60bbd10b-d23e-482f-bbdd-e373909cedda	SRR28984805	15987	1	71	@SRR28984805.15987/1 original_name=60bbd10b-d23e-482f-bbdd-e373909cedda
SRR28984805.16356/1	a116927f-dbb1-4e17-abc8-6681f7a42eb3	SRR28984805	16356	1	72	@SRR28984805.16356/1 original_name=a116927f-dbb1-4e17-abc8-6681f7a42eb3
SRR28984805.16938/1	7220d68c-fa6a-4289-9366-fae713e7950f	SRR28984805	16938	1	73	@SRR28984805.16938/1 original_name=7220d68c-fa6a-4289-9366-fae713e7950f
SRR28984805.17233/1	c4700e35-3195-40de-975d-7d8498cff9d4	SRR28984805	17233	1	74	@SRR28984805.17233/1 original_name=c4700e35-3195-40de-975d-7d8498cff9d4
SRR28984805.17525/1	55989067-433f-4fab-8d81-f09e9bc86324	SRR28984805	17525	1	75	@SRR28984805.17525/1 original_name=55989067-433f-4fab-8d81-f09e9bc86324
SRR28984805.17567/1	05f7c140-d6d7-4c7a-a161-abb183b4cdaf	SRR28984805	17567	1	76	@SRR28984805.17567/1 original_name=05f7c140-d6d7-4c7a-a161-abb183b4cdaf
SRR28984805.17581/1	0e453ab1-5c63-4bed-9cfc-d2a107fb1238	SRR28984805	17581	1	77	@SRR28984805.17581/1 original_name=0e453ab1-5c63-4bed-9cfc-d2a107fb1238
SRR28984805.17872/1	5159056e-fbf5-4bdd-8ced-21566a9821dd	SRR28984805	17872	1	78	@SRR28984805.17872/1 original_name=5159056e-fbf5-4bdd-8ced-21566a9821dd
SRR28984805.18180/1	fc21723c-542a-466d-b4ae-29a3d9eadb13	SRR28984805	18180	1	79	@SRR28984805.18180/1 original_name=fc21723c-542a-466d-b4ae-29a3d9eadb13
SRR28984805.18281/1	b252fa16-6899-42a3-b7d6-6eb50b376e73	SRR28984805	18281	1	80	@SRR28984805.18281/1 original_name=b252fa16-6899-42a3-b7d6-6eb50b376e73
SRR28984805.18607/1	af9b9a14-7498-4618-afd7-3c07538d433d	SRR28984805	18607	1	81	@SRR28984805.18607/1 original_name=af9b9a14-7498-4618-afd7-3c07538d433d
SRR28984805.18707/1	6a310078-8504-4808-8937-54dfcfb9702c	SRR28984805	18707	1	82	@SRR28984805.18707/1 original_name=6a310078-8504-4808-8937-54dfcfb9702c
SRR28984805.18938/1	e7d5a0a9-d8a4-47c3-8d3c-7ee966dfd3af	SRR28984805	18938	1	83	@SRR28984805.18938/1 original_name=e7d5a0a9-d8a4-47c3-8d3c-7ee966dfd3af
SRR28984805.19089/1	c23d2dfa-ea57-448a-ae43-2ea300b91db2	SRR28984805	19089	1	84	@SRR28984805.19089/1 original_name=c23d2dfa-ea57-448a-ae43-2ea300b91db2
SRR28984805.19136/1	a014b2c6-d8a8-47ee-9be2-bbdb53a7e82e	SRR28984805	19136	1	85	@SRR28984805.19136/1 original_name=a014b2c6-d8a8-47ee-9be2-bbdb53a7e82e
SRR28984805.19252/1	ff1b3711-38e0-4b36-84e0-da5d9a7fb2f2	SRR28984805	19252	1	86	@SRR28984805.19252/1 original_name=ff1b3711-38e0-4b36-84e0-da5d9a7fb2f2
SRR28984805.19359/1	6cbef862-7c5e-4cc9-9a77-85ab5b70ae86	SRR28984805	19359	1	87	@SRR28984805.19359/1 original_name=6cbef862-7c5e-4cc9-9a77-85ab5b70ae86
SRR28984805.19576/1	13bd33f2-0cb2-4744-8c4f-5bbb2d6933d2	SRR28984805	19576	1	88	@SRR28984805.19576/1 original_name=13bd33f2-0cb2-4744-8c4f-5bbb2d6933d2
SRR28984805.19618/1	722dc8ea-3c36-4571-8903-7ff02b8be396	SRR28984805	19618	1	89	@SRR28984805.19618/1 original_name=722dc8ea-3c36-4571-8903-7ff02b8be396
SRR28984805.19673/1	d53a60ab-66df-4128-8be6-2ec27b7735d1	SRR28984805	19673	1	90	@SRR28984805.19673/1 original_name=d53a60ab-66df-4128-8be6-2ec27b7735d1
SRR28984805.19814/1	ecef1577-c952-454c-ad53-33bba8e68a6f	SRR28984805	19814	1	91	@SRR28984805.19814/1 original_name=ecef1577-c952-454c-ad53-33bba8e68a6f
SRR28984805.20012/1	aebec92d-3aae-4881-b46d-93160b2477d4	SRR28984805	20012	1	92	@SRR28984805.20012/1 original_name=aebec92d-3aae-4881-b46d-93160b2477d4
SRR28984805.20064/1	a3806af4-30c9-411b-b040-d329775eeaec	SRR28984805	20064	1	93	@SRR28984805.20064/1 original_name=a3806af4-30c9-411b-b040-d329775eeaec
SRR28984805.20206/1	e66307b5-ff1f-4c84-8ffb-ddab8f186c1b	SRR28984805	20206	1	94	@SRR28984805.20206/1 original_name=e66307b5-ff1f-4c84-8ffb-ddab8f186c1b
SRR28984805.20492/1	bfc4d796-9333-4c38-8d19-c2ecd6055175	SRR28984805	20492	1	95	@SRR28984805.20492/1 original_name=bfc4d796-9333-4c38-8d19-c2ecd6055175
SRR28984805.20497/1	ca76df33-990d-4e94-84d8-45df3e73cbaa	SRR28984805	20497	1	96	@SRR28984805.20497/1 original_name=ca76df33-990d-4e94-84d8-45df3e73cbaa
SRR28984805.20558/1	df699cb1-c76f-4ecf-a977-b4503ec31592	SRR28984805	20558	1	97	@SRR28984805.20558/1 original_name=df699cb1-c76f-4ecf-a977-b4503ec31592
SRR28984805.20720/1	fac83463-8698-4d14-b383-4d2ec2cab8ce	SRR28984805	20720	1	98	@SRR28984805.20720/1 original_name=fac83463-8698-4d14-b383-4d2ec2cab8ce
SRR28984805.20856/1	c8bbe408-f9a9-4577-8ea1-ca9a9aa87827	SRR28984805	20856	1	99	@SRR28984805.20856/1 original_name=c8bbe408-f9a9-4577-8ea1-ca9a9aa87827
SRR28984805.21125/1	1dc00e43-b2db-402e-beb5-1b3485bd852a	SRR28984805	21125	1	100	@SRR28984805.21125/1 original_name=1dc00e43-b2db-402e-beb5-1b3485bd852a
SRR28984805.21153/1	ff637d0a-04a8-49fc-bd19-83aa26f68ffd	SRR28984805	21153	1	101	@SRR28984805.21153/1 original_name=ff637d0a-04a8-49fc-bd19-83aa26f68ffd
SRR28984805.21267/1	1344df1b-d98c-4eea-94ef-c56d7075899a	SRR28984805	21267	1	102	@SRR28984805.21267/1 original_name=1344df1b-d98c-4eea-94ef-c56d7075899a
SRR28984805.21425/1	c527113f-14ee-4eaf-8821-4faafc0215f1	SRR28984805	21425	1	103	@SRR28984805.21425/1 original_name=c527113f-14ee-4eaf-8821-4faafc0215f1
SRR28984805.21518/1	8be43de3-7117-42f7-8166-c36da2c26663	SRR28984805	21518	1	104	@SRR28984805.21518/1 original_name=8be43de3-7117-42f7-8166-c36da2c26663
SRR28984805.21816/1	4fa925e0-6b0e-4e82-a90d-8bbe45341e9a	SRR28984805	21816	1	105	@SRR28984805.21816/1 original_name=4fa925e0-6b0e-4e82-a90d-8bbe45341e9a
SRR28984805.21988/1	176da829-286b-45e8-971d-37434c2a5b92	SRR28984805	21988	1	106	@SRR28984805.21988/1 original_name=176da829-286b-45e8-971d-37434c2a5b92
SRR28984805.22211/1	511110cb-3ec8-46c0-b161-de17278c012f	SRR28984805	22211	1	107	@SRR28984805.22211/1 original_name=511110cb-3ec8-46c0-b161-de17278c012f
SRR28984805.22293/1	f680df22-35e1-41ae-99b9-c66fcfb80363	SRR28984805	22293	1	108	@SRR28984805.22293/1 original_name=f680df22-35e1-41ae-99b9-c66fcfb80363
SRR28984805.22362/1	6c890d63-5c07-4cf9-9e80-469ff3df784e	SRR28984805	22362	1	109	@SRR28984805.22362/1 original_name=6c890d63-5c07-4cf9-9e80-469ff3df784e
SRR28984805.22393/1	c1bd1b00-d1d1-4544-838c-80a499e4826c	SRR28984805	22393	1	110	@SRR28984805.22393/1 original_name=c1bd1b00-d1d1-4544-838c-80a499e4826c
SRR28984805.22446/1	b336b479-6d25-40e9-bd57-30d400f54dfd	SRR28984805	22446	1	111	@SRR28984805.22446/1 original_name=b336b479-6d25-40e9-bd57-30d400f54dfd
SRR28984805.22652/1	16b7af20-1191-4a0f-a695-877b9cf29aca	SRR28984805	22652	1	112	@SRR28984805.22652/1 original_name=16b7af20-1191-4a0f-a695-877b9cf29aca
SRR28984805.22679/1	5ea5226d-d696-465a-8a81-8d642b656fc0	SRR28984805	22679	1	113	@SRR28984805.22679/1 original_name=5ea5226d-d696-465a-8a81-8d642b656fc0
SRR28984805.22775/1	984f7857-9f7b-4273-9026-ea02353d1434	SRR28984805	22775	1	114	@SRR28984805.22775/1 original_name=984f7857-9f7b-4273-9026-ea02353d1434
SRR28984805.22906/1	f5d9f6eb-6d55-405d-b424-c21e6b811615	SRR28984805	22906	1	115	@SRR28984805.22906/1 original_name=f5d9f6eb-6d55-405d-b424-c21e6b811615
SRR28984805.23280/1	72e43e4a-412f-4769-bc12-0383f5dcede9	SRR28984805	23280	1	116	@SRR28984805.23280/1 original_name=72e43e4a-412f-4769-bc12-0383f5dcede9
SRR28984805.23355/1	b987cf9d-c1c3-4a04-9278-2e2a8dbe44d3	SRR28984805	23355	1	117	@SRR28984805.23355/1 original_name=b987cf9d-c1c3-4a04-9278-2e2a8dbe44d3
SRR28984805.23382/1	a5440fb1-2333-4f53-80a3-ba3e0e5d36d7	SRR28984805	23382	1	118	@SRR28984805.23382/1 original_name=a5440fb1-2333-4f53-80a3-ba3e0e5d36d7
SRR28984805.23596/1	1de047b0-10b5-490a-9ecd-18f4812299df	SRR28984805	23596	1	119	@SRR28984805.23596/1 original_name=1de047b0-10b5-490a-9ecd-18f4812299df
SRR28984805.23955/1	1ad64038-ec1c-4d92-924f-14098ca9e2f6	SRR28984805	23955	1	120	@SRR28984805.23955/1 original_name=1ad64038-ec1c-4d92-924f-14098ca9e2f6
SRR28984805.24046/1	6be11382-f71e-4550-9701-2d6c3807c465	SRR28984805	24046	1	121	@SRR28984805.24046/1 original_name=6be11382-f71e-4550-9701-2d6c3807c465
SRR28984805.24253/1	97ca092d-0ee0-4985-a78f-1577e61eaa5b	SRR28984805	24253	1	122	@SRR28984805.24253/1 original_name=97ca092d-0ee0-4985-a78f-1577e61eaa5b
SRR28984805.24279/1	fe29fb19-667a-48fd-86f7-3a57869c05c5	SRR28984805	24279	1	123	@SRR28984805.24279/1 original_name=fe29fb19-667a-48fd-86f7-3a57869c05c5
SRR28984805.24464/1	e5e06f24-02d7-496c-a007-c7cfb39ecf59	SRR28984805	24464	1	124	@SRR28984805.24464/1 original_name=e5e06f24-02d7-496c-a007-c7cfb39ecf59
SRR28984805.24510/1	349aff53-c4b0-4cd7-bc6f-f839873bfb1f	SRR28984805	24510	1	125	@SRR28984805.24510/1 original_name=349aff53-c4b0-4cd7-bc6f-f839873bfb1f
SRR28984805.25509/1	149f2219-4ef2-4923-8fff-c1076d1e5cec	SRR28984805	25509	1	126	@SRR28984805.25509/1 original_name=149f2219-4ef2-4923-8fff-c1076d1e5cec
SRR28984805.25761/1	27868f3c-76c1-4b6b-9e85-f64c64375707	SRR28984805	25761	1	127	@SRR28984805.25761/1 original_name=27868f3c-76c1-4b6b-9e85-f64c64375707
SRR28984805.25841/1	b8d1ac34-9d05-43f6-b4de-8b80101c0262	SRR28984805	25841	1	128	@SRR28984805.25841/1 original_name=b8d1ac34-9d05-43f6-b4de-8b80101c0262
SRR28984805.25968/1	bc623354-d5ef-4028-8933-e9fdd888c4ae	SRR28984805	25968	1	129	@SRR28984805.25968/1 original_name=bc623354-d5ef-4028-8933-e9fdd888c4ae
SRR28984805.25996/1	4daa9150-781c-46d5-8c90-c969ad43a064	SRR28984805	25996	1	130	@SRR28984805.25996/1 original_name=4daa9150-781c-46d5-8c90-c969ad43a064
SRR28984805.26747/1	6202972f-11a6-4aa5-a0d2-1d097e6cf897	SRR28984805	26747	1	131	@SRR28984805.26747/1 original_name=6202972f-11a6-4aa5-a0d2-1d097e6cf897
SRR28984805.26803/1	bfeac77c-36cb-4d6e-9e3c-203e2577cf9e	SRR28984805	26803	1	132	@SRR28984805.26803/1 original_name=bfeac77c-36cb-4d6e-9e3c-203e2577cf9e
SRR28984805.27079/1	62613a5c-c2c6-46a4-81ca-c9c87415da60	SRR28984805	27079	1	133	@SRR28984805.27079/1 original_name=62613a5c-c2c6-46a4-81ca-c9c87415da60
SRR28984805.27677/1	db2d8156-4a25-4048-a4bf-14d263b21847	SRR28984805	27677	1	134	@SRR28984805.27677/1 original_name=db2d8156-4a25-4048-a4bf-14d263b21847
SRR28984805.28736/1	8fea88f5-fa15-44c4-b557-4cf9aaac5306	SRR28984805	28736	1	135	@SRR28984805.28736/1 original_name=8fea88f5-fa15-44c4-b557-4cf9aaac5306
SRR28984805.28796/1	e119804f-be41-41ce-b5c7-e8df2ac50e77	SRR28984805	28796	1	136	@SRR28984805.28796/1 original_name=e119804f-be41-41ce-b5c7-e8df2ac50e77
SRR28984805.29187/1	16d888e6-edd9-4770-844e-c2d22255dd2d	SRR28984805	29187	1	137	@SRR28984805.29187/1 original_name=16d888e6-edd9-4770-844e-c2d22255dd2d
SRR28984805.29491/1	e5d87160-d6bb-453a-a42b-13c9fa051af7	SRR28984805	29491	1	138	@SRR28984805.29491/1 original_name=e5d87160-d6bb-453a-a42b-13c9fa051af7
SRR28984805.29656/1	1bf662cd-51d8-4b27-9a42-000bb7a66ce2	SRR28984805	29656	1	139	@SRR28984805.29656/1 original_name=1bf662cd-51d8-4b27-9a42-000bb7a66ce2
SRR28984805.29807/1	aef9d0e7-aaf3-4b48-a254-446d5069df90	SRR28984805	29807	1	140	@SRR28984805.29807/1 original_name=aef9d0e7-aaf3-4b48-a254-446d5069df90
SRR28984805.29822/1	48508fe8-aa83-4016-9070-db4aac41876a	SRR28984805	29822	1	141	@SRR28984805.29822/1 original_name=48508fe8-aa83-4016-9070-db4aac41876a
SRR28984805.30028/1	b139d01e-13da-47ae-8e37-c3f5dc959389	SRR28984805	30028	1	142	@SRR28984805.30028/1 original_name=b139d01e-13da-47ae-8e37-c3f5dc959389
SRR28984805.30165/1	3142a70d-5f2a-453e-a9a6-7df0ed445375	SRR28984805	30165	1	143	@SRR28984805.30165/1 original_name=3142a70d-5f2a-453e-a9a6-7df0ed445375
