pair_id	hic_contact_enrichment	hic_feature	hic_n_replicates	hic_n_bin_pairs	hic_partial_enrichment	hic_status	hic_qc_reasons	hic_assembly	hic_resolution
Cd200r1:Atg3			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd200r1:Lcp1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd200r1:Mrps18c			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd200r1:Zfp672			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd200r4:Sirpa			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd274:4930430E12Rik			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd274:Acod1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd274:B2m			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd274:Ccl5			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd274:Fth1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd274:Gm28661			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd274:Gm4149			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd274:Gm49339			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd274:Hck			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd274:Hsp90b1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd274:Hspa8			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd274:Lacc1	1.621603180199249	1.0851548431075608	3	1	1.621603180199249	observed_all_replicates		GRCm39	500000
Cd274:Lyz2			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd274:Psmb7			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd274:Selenow			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd274:Ube2l6			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd28:2310016D23Rik			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd2ap:Gsap			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd2ap:Pla2g7			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300c2:Cd47			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300c2:Ctsb			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300c2:Eef1a1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300c2:Fth1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300c2:Ftl1-ps1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300c2:Gatb			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300c2:Gm12191			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300c2:Gm12671			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300c2:Gm12715			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300c2:Gm12918			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300c2:Gm13370			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300c2:Gm15500			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300c2:Gm5884			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300c2:Hax1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300c2:Isg15			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300c2:Lgals1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300c2:Mesd			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300c2:Retnla			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300c2:Rpl26			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300c2:Rps4x			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300lb:Esd			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300lb:Fcgr1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300lb:Gm4149			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300lb:Gpnmb			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300lb:Lyz2			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300lb:Rnf130			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300lb:Rpl6			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300lb:Rplp1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300lb:Rps10			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300lb:Rps23-ps1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300lb:S100a4			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300ld2:Cd300c2			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300ld:1810009A15Rik			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300ld:Heatr5b			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300ld:Saa3			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300lf:Pla2g7			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300lf:Poldip3			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300lf:Rps18-ps3			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300lf:Trim34a			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd300lf:Txn1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd36:Eif3b			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd36:Ppp1cb	0.6963532837113796	0.2586434810047063	3	1	0.6963532837113796	observed_all_replicates		GRCm39	500000
Cd36:Rps19			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd36:Slc25a38			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd37:Rplp1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd38:Uso1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd40:Actg1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd40:Rragc			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd44:4931422A03Rik			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd44:Gm7336			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd44:Gusb			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd47:Rgl1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd47:Rpl13a			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd47:Rpl38-ps2			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd47:Rps12-ps3			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd47:Rps9			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd47:Trafd1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd48:Cd84			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd48:Ftl1-ps1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd48:Rpl10-ps3			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd48:Rpl4			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd48:Slamf7			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd48:Tma7-ps			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd48:Tusc3			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Acd			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Adgre1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Ankrd37			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Anxa2			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Aopep			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Ap1m1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Api5			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:B2m			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Bcs1l			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Bsg			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:C1qb			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Capns1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Ccdc88b			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Ccrl2			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Cd48			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Cd63			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Cd72			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Cdc42			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Cox4i1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Cox7a2l			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Csf1r			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Ctsd			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Ctsh			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Cul1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Cyba			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Cystm1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Dnpep			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Dock10			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Dpm3			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Eef1a1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Eef1g			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Eif4e			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Fbxw2			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Fcer1g			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Fcgr1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Ftl1-ps1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Fubp1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Gm10051			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Gm10076			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Gm10123			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Gm10163			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Gm10275			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Gm10443			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Gm12715			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Gm14586			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Gm15501			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Gm15772			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Gm28437			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Gm28661			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Gm3511			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Gm4149			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Gm7336			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Gm7536			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Gm9843			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Gtf2f1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Hmox1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Itm2b			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Lgals3			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Ly6a			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Lyz2			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Mmp12			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Mpp1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Msrb1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Mul1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Nfil3			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Npc2			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Olfm1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Ppa2			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Prdx1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Psap			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Ptpra			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Rpl13a			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Rpl17			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Rpl18a			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Rpl34-ps1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Rplp0			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Rplp1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Rps17			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Rps2-ps10			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Saa3			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Slc25a5			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Snupn			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Sod2			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Spp1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Srgn			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Tbca			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Tmsb4x			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Tpt1-ps3			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Ubqln1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd52:Vps35			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:Aggf1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:Akr1a1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:Atp6v0b			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:B2m			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:Ccl5			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:Cd274			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:Eif3c			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:Ephx1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:Ftl1-ps1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:Gm10231			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:Gm12033			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:Gm26377			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:Gm3788			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:Gm45713			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:Gm9794			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:Hspa5			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:Ifitm6			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:Mapk3			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:Rack1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:Rbm4			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:Retnla			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:Rpl10-ps3			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:Rpl24			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:Rpl36-ps12			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:Rpl37			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:Rplp1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:Rps4x			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:Saa3			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:Tmem140			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd53:Tor3a			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd5l:Fth1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd5l:Gm10443			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd5l:H13			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd5l:Rps27a			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd5l:S100a11			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd5l:Slfn2			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63-ps:Esd			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63-ps:Gm14586			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63-ps:Gm4149			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63-ps:Ldb1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63-ps:Rpl10-ps6			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63-ps:Tpt1-ps3			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63-ps:U2af2			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Anxa1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Apoe			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Arpc1b			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Atp1a1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Atp6v0c-ps2			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:B2m			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Babam2			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Btk			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Ccl3			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Ccl5			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Cd36			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Cdc42			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Cfl1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Cfp			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Clta			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Copb1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Cpsf2			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Cstb			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Cwf19l1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Dapk3			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Drap1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Edem1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Emc3			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Fermt3			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Fth1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Ftsj1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Gm10052			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Gm10080			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Gm10243			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Gm10443			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Gm10925			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Gm12918			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Gm14303			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Gm15536			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Gm15710			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Gm3788			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Gm49172			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Gm49594			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Gm5424			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Gm7536			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Gm9843			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Gpcpd1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:H2-Aa			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:H2-T10			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:H2-T23			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Hexa			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Hmox1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Ifi27l2a			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Ifi30			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Ipo5			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Itgb2			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Jpt1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Krcc1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Lgals1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Lgals3			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Lipa			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Ly6a			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Mdfic			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Mir703			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Mpnd			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Mrps18b			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Mtif3			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Myl12a			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Myl6			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:N4bp2l2			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Ncl			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Ndufa9			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Nt5c			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Pcbp2			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Pigp			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Pip4p1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Pkm			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Pltp			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Pnkp			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Psap			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Ptpn18			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Rab5if			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Retnla			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Riok3			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Rpl18a			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Rpl26			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Rpl27-ps3			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Rpl30			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Rpl39-ps			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Rplp0			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Rplp1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Rps13-ps2			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Rps15			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Rps16-ps2			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Rps23-ps1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Rps4x			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Rps7-ps3			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:S100a1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:S100a4			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Saa3			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Septin11			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Serpina3g			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Sfpq			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Srebf2			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Tspo			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Uba52			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Ubc			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Ube2d3			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Usf2			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd63:Zfp362			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd68:Actr1b			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd68:Aimp1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd68:Akr1a1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd68:Arf4			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd68:Atp6v1b2			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd68:Azi2			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd68:B2m			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd68:Capg			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd68:Cd63			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd68:Cept1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd68:Coro1b			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd68:Cstb			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd68:Ctsb			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd68:Cxcl10			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd68:Eef1a1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd68:Eef2			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd68:Esd			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd68:Fam89b			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd68:Ftl1			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd68:Gm10177			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd68:Gm10275			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd68:Gm12191			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd68:Gm12338			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd68:Gm15427			0	0		unavailable	no_probe_coordinates	GRCm39	500000
Cd68:Gm28438			0	0		unavailable	no_probe_coordinates	GRCm39	500000
