pair_id	parent_a	parent_b	parent_a_ids	parent_b_ids	species	assembly	annotation	in_probe_panel	reported_nanostring_support	short_read_reported_support	cross_reported_support	long_read_support	sample_count	sample_count_status	assay_tested	assay_qc_status	exclusion_reason	source_ids	source_url	evidence_tier	primary_reference	rna_evidence_unit	sequence_audit_status	source_candidates_path	source_candidates_sha256	support_table_path	support_table_sha256	support_table_sheet	nanostring_source_cell	short_read_source_cell	support_table_url
Steap3:Dbi	Steap3	Dbi	ENSMUSG00000026389.17	ENSMUSG00000026385.17	Mus musculus	GRCm39	GENCODE M28	False	False	True	False	4		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	short_read_only	False	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7		A243	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Syne3:1700028I16Rik	Syne3	1700028I16Rik	ENSMUSG00000054150.13	ENSMUSG00000056821.14	Mus musculus	GRCm39	GENCODE M28	True	True	False	False	1		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x	NanoString_only	True	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7	B79		https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Syngr2:Birc5	Syngr2	Birc5	ENSMUSG00000048277.16	ENSMUSG00000017716.16	Mus musculus	GRCm39	GENCODE M28	False	False	True	False	3		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	short_read_only	False	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7		A244	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Tbc1d23:Sirt5	Tbc1d23	Sirt5	ENSMUSG00000022749.9	ENSMUSG00000054021.7	Mus musculus	GRCm39	GENCODE M28	True	True	False	False	1		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x	NanoString_only	True	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7	B80		https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Tbc1d23:Xdh	Tbc1d23	Xdh	ENSMUSG00000022749.9	ENSMUSG00000024066.10	Mus musculus	GRCm39	GENCODE M28	True	True	True	True	2		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x	both	True	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7	B81	A245	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Tbcb:Prkar1a	Tbcb	Prkar1a	ENSMUSG00000006095.13	ENSMUSG00000020612.17	Mus musculus	GRCm39	GENCODE M28	True	True	False	False	1		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x	NanoString_only	True	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7	B82		https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Tbxas1:Bpgm	Tbxas1	Bpgm	ENSMUSG00000029925.14	ENSMUSG00000038871.6	Mus musculus	GRCm39	GENCODE M28	True	True	False	False	1		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x	NanoString_only	True	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7	B83		https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Tcirg1:Sart1	Tcirg1	Sart1	ENSMUSG00000001750.17	ENSMUSG00000039148.6	Mus musculus	GRCm39	GENCODE M28	True	True	False	False	2		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x	NanoString_only	True	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7	B84		https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Tcte2:2700054A10Rik	Tcte2	2700054A10Rik	ENSMUSG00000038347.16	ENSMUSG00000117042.2	Mus musculus	GRCm39	GENCODE M28	False	False	True	False	1		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	short_read_only	False	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7		A246	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Tec:Clec4a1	Tec	Clec4a1	ENSMUSG00000029217.17	ENSMUSG00000049037.9	Mus musculus	GRCm39	GENCODE M28	True	True	False	False	1		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x	NanoString_only	True	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7	B85		https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Tgfbr1:Sec61b	Tgfbr1	Sec61b	ENSMUSG00000007613.16	ENSMUSG00000053317.12	Mus musculus	GRCm39	GENCODE M28	False	False	True	False	1		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	short_read_only	False	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7		A247	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Tgs1:Lyn	Tgs1	Lyn	ENSMUSG00000028233.7	ENSMUSG00000042228.15	Mus musculus	GRCm39	GENCODE M28	False	False	True	False	2		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	short_read_only	False	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7		A248	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Thap6:Odaph	Thap6	Odaph	ENSMUSG00000102644.6	ENSMUSG00000096035.3	Mus musculus	GRCm39	GENCODE M28	False	False	True	False	1		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	short_read_only	False	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7		A249	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Tiam1:Hcls1	Tiam1	Hcls1	ENSMUSG00000002489.17	ENSMUSG00000022831.15	Mus musculus	GRCm39	GENCODE M28	True	True	False	False	1		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x	NanoString_only	True	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7	B86		https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Timm23:Ncoa4	Timm23	Ncoa4	ENSMUSG00000013701.14	ENSMUSG00000056234.16	Mus musculus	GRCm39	GENCODE M28	False	False	True	False	1		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	short_read_only	False	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7		A250	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Tlr13:Pgk1	Tlr13	Pgk1	ENSMUSG00000033777.5	ENSMUSG00000062070.13	Mus musculus	GRCm39	GENCODE M28	False	False	True	False	2		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	short_read_only	False	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7		A251	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Tm9sf2:Pcca	Tm9sf2	Pcca	ENSMUSG00000025544.14	ENSMUSG00000041650.16	Mus musculus	GRCm39	GENCODE M28	False	False	True	False	1		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	short_read_only	False	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7		A252	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Tmem134:Gpnmb	Tmem134	Gpnmb	ENSMUSG00000024845.20	ENSMUSG00000029816.11	Mus musculus	GRCm39	GENCODE M28	True	True	False	False	1		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x	NanoString_only	True	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7	B87		https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Tmem134:H2-Q4	Tmem134	H2-Q4	ENSMUSG00000024845.20	ENSMUSG00000035929.12	Mus musculus	GRCm39	GENCODE M28	True	True	False	False	1		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x	NanoString_only	True	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7	B88		https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Tmem14a:Gsta3	Tmem14a	Gsta3	ENSMUSG00000025933.16	ENSMUSG00000025934.16	Mus musculus	GRCm39	GENCODE M28	False	False	True	False	1		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	short_read_only	False	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7		A253	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Tmem242:Xdh	Tmem242	Xdh	ENSMUSG00000004945.16	ENSMUSG00000024066.10	Mus musculus	GRCm39	GENCODE M28	False	False	True	False	1		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	short_read_only	False	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7		A254	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Tmem38b:Uty	Tmem38b	Uty	ENSMUSG00000028420.14	ENSMUSG00000068457.15	Mus musculus	GRCm39	GENCODE M28	True	True	False	False	1		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x	NanoString_only	True	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7	B89		https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Tmem63a:Aim2	Tmem63a	Aim2	ENSMUSG00000026519.17	ENSMUSG00000037860.16	Mus musculus	GRCm39	GENCODE M28	True	True	False	False	1		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x	NanoString_only	True	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7	B90		https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Tmx3:Gm45871	Tmx3	Gm45871	ENSMUSG00000024614.8	ENSMUSG00000110277.3	Mus musculus	GRCm39	GENCODE M28	False	False	True	False	3		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	short_read_only	False	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7		A255	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Tnfrsf1b:Dhrs3	Tnfrsf1b	Dhrs3	ENSMUSG00000028599.11	ENSMUSG00000066026.15	Mus musculus	GRCm39	GENCODE M28	True	True	True	True	3		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x	both	True	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7	B91	A256	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Tnfrsf1b:Neurl3	Tnfrsf1b	Neurl3	ENSMUSG00000028599.11	ENSMUSG00000047180.9	Mus musculus	GRCm39	GENCODE M28	False	False	True	False	1		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	short_read_only	False	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7		A257	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Tnfrsf1b:Prxl2b	Tnfrsf1b	Prxl2b	ENSMUSG00000028599.11	ENSMUSG00000029059.10	Mus musculus	GRCm39	GENCODE M28	True	True	False	False	1		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x	NanoString_only	True	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7	B92		https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Tns3:Rab33b	Tns3	Rab33b	ENSMUSG00000020422.15	ENSMUSG00000027739.10	Mus musculus	GRCm39	GENCODE M28	True	True	False	False	1		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x	NanoString_only	True	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7	B93		https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Tomm70a:Ltn1	Tomm70a	Ltn1	ENSMUSG00000022752.10	ENSMUSG00000052299.10	Mus musculus	GRCm39	GENCODE M28	True	True	False	False	1		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x	NanoString_only	True	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7	B94		https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Tpd52:Mrps28	Tpd52	Mrps28	ENSMUSG00000027506.16	ENSMUSG00000040269.6	Mus musculus	GRCm39	GENCODE M28	False	False	True	False	10		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	short_read_only	False	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7		A258	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Tpd52l2:Cmtm7	Tpd52l2	Cmtm7	ENSMUSG00000000827.19	ENSMUSG00000032436.18	Mus musculus	GRCm39	GENCODE M28	True	True	False	False	1		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x	NanoString_only	True	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7	B95		https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Tpm3:Ubr5	Tpm3	Ubr5	ENSMUSG00000027940.19	ENSMUSG00000037487.8	Mus musculus	GRCm39	GENCODE M28	True	True	False	False	1		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x	NanoString_only	True	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7	B96		https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
Trafd1:Rabggta	Trafd1	Rabggta	ENSMUSG00000042726.15	ENSMUSG00000040472.16	Mus musculus	GRCm39	GENCODE M28	False	False	True	False	1		unavailable_read_to_sample_mapping	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	short_read_only	False	ordered_gene_pair	not_audited_for_campaign	results/dataset_reconstruction/candidates.tsv	50a3dbce8e15446e75fc66e6656fed385fc923abb8a005919c04630afa305ac2	data/raw/41586_2026_10982_MOESM9_ESM.xlsx	6edb01e329d622100da30c47cd8eeaf7589a325d2ab94fb06f27c0f088a7f131	Supplemental Table 7		A259	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-026-10982-x/MediaObjects/41586_2026_10982_MOESM9_ESM.xlsx
