pair_id	log_read_support	sample_count	is_interchromosomal	log_genomic_distance	hic_feature
Parp8:Usp25	0.6931471805599453		1	0.0	0.8083845614473546
Pcca:Lgals3	0.6931471805599453		0	18.134971657216937	0.5672588049584693
Pcmt1:Gcn1	0.6931471805599453		1	0.0	1.911166958635311
Pdap1:Atp5j2	0.6931471805599453		0	10.67961926320976	
Pdhx:Nsun2	0.6931471805599453		1	0.0	0.2384537064910967
Pdia3:Ubac1	0.6931471805599453		0	18.372881317839866	1.3505686810269926
Pdxk:Lyz2	0.6931471805599453		0	17.474251062583786	1.132610975931768
Pea15a:Mtmr14	0.6931471805599453		1	0.0	1.5330030506593413
Pfkfb4:Anxa2	0.6931471805599453		0	17.489828759746274	0.27257943640698884
Pgap2:Rhog	0.6931471805599453		0	6.322565239927284	
Pgap2:Tnip3	0.6931471805599453		1	0.0	0.9147356319979253
Piezo1:Isca2	0.6931471805599453		1	0.0	1.5811572014909299
Pigt:Cd63	0.6931471805599453		1	0.0	
Pigu:Dynlrb1	0.6931471805599453		0	10.23878052266729	
Pik3ap1:Prdx1	0.6931471805599453		1	0.0	2.0135120173169656
Pik3r5:Rspry1	0.6931471805599453		1	0.0	2.0154192654271124
Pik3r5:Spop	0.6931471805599453		0	17.10824008266173	1.3605155184935915
Pip4p2:Slc44a1	0.6931471805599453		0	17.46682411695799	0.18877987574861144
Pkp4:Hacd1	0.6931471805599453		0	17.620621822985136	0.7467951907849434
Plaa:Oma1	0.6931471805599453		0	15.97647782249145	0.6851027779287615
Plekha2:Rftn1	0.6931471805599453		1	0.0	0.9701943756903252
Plekhm2:4930455G09Rik	1.0986122886681098		0	12.774223335915433	2.710390960258127
Plekhm2:Map4	0.6931471805599453		1	0.0	1.3182445700777083
Plxna1:Rpap1	0.6931471805599453		1	0.0	0.4050807110213696
Pmm2:Morf4l1	0.6931471805599453		1	0.0	0.5179311610085482
Pnkp:Tyrobp	0.6931471805599453		0	16.48201308463758	1.5890492753099321
