pair_id	parabricks_support	parabricks_read_ids	parabricks_status	run_accession	assembly
Rab8b:Ythdf3	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Rasa1:Ahnak	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Rb1:Itm2b	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Rhbdd1:Mrps9	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Rsu1:Mllt10	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Rufy3:Grsf1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Sbds:Guf1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Sema4d:Aldoa	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Sf3b1:Fpr2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Sh3bp5:Dnajc15	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Slc16a10:Rpf2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Slc17a5:Ifi204	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Slc25a39:Nup88	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Slc9a7:Amn1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Smad3:Pnrc1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Snapc3:N4bp2l2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Snx5:Ctsc	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Sorl1:Mthfs	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Ssh1:Acadm	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
St3gal1:Rab5c	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
St8sia4:Fam174a	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Strn:Fez2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Sympk:Tyrobp	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tbc1d23:Sirt5	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tbk1:Erp27	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tcirg1:Sart1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tec:Clec4a1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tep1:Slc4a2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tiam1:Hcls1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tmbim6:Rmc1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tmem134:Gpnmb	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tmem38b:Uty	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tmx1:2700049A03Rik	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tnfrsf1b:Dhrs3	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tns3:Rab33b	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tpm3:Ubr5	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Trim14:Uqcrh	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Trim25:Il27	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Trmt1:Ing1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Twf2:Tap1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tyrobp:B2m	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Ubap2:Dcaf12	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Ubl3:Laptm4a	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Uhrf1bp1l:1810058I24Rik	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Uvrag:Gm47754	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Vegfb:Ppp1ca	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Vps13b:Cpq	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Vps8:2510009E07Rik	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Vti1a:Trir	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Vti1b:Lyz2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Wdr91:Ier3ip1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Wtap:Tcp1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Ykt6:Map3k20	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Zc3h7a:Ppp4r1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Zeb2:Tpst2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Zfyve27:Prpf4b	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Acod1:Gm34643	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Clcc1:Sars	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Ctsb:Clec2d	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Klf6:Mitf	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Laptm4a:Nrp2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Mrc1:Rsu1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Mrpl4:Slc29a1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Mrpl40:Sh3bgrl3	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Mrs2:Mrps28	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Ms4a6d:Lair1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Ms4a7:Nsf	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Msrb1:Mir155hg	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Mt1:Paip2b	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Mx2:Slc30a7	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Myo5a:Pcid2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Naglu:Arhgap9	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Ncaph2:Stx5a	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Nceh1:Atp6v1h	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Ncoa6:Armc7	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Ncstn:Setdb1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Nf1:Arf6	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Nfkb1:Cisd2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Nfkb1:Zranb2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Niban2:Ptges2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Nrp1:Spred1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Nsdhl:Ahnak	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Nup153:Cd74	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Oas2:Rplp0	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Odf2l:Gtf2b	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Os9:Ube2d3	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Osbpl8:Mcl1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Oxr1:Eif3h	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Oxr1:Tomm20	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
P4hb:Oas1a	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Parp12:Os9	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Parp8:Usp25	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Pcbp2:F630028O10Rik	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Pcmt1:Gcn1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Pdhx:Nsun2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Pdia3:Ubac1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Pdxk:Lyz2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Pfkfb4:Anxa2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Pgap2:Rhog	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Pik3r5:Rspry1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Plaa:Oma1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Plek:Pgk1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Plekha2:Rftn1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Pltp:Prdx1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Pnkp:Tyrobp	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Polrmt:Rplp2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Pot1b:Cd37	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Pphln1:Phf20l1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Ppm1h:Idnk	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Ppp3ca:Gpr146	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Ppp3cb:Pirb	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Prcc:Pmvk	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Prmt9:Arhgap10	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Prrc2a:Lilr4b	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Psap:Lgals3	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Psmb1:Nmt2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Psmc3:Rnf38	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Pspc1:9430038I01Rik	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Pspc1:Micu2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Ptafr:Oas1g	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Ptbp3:Dtnbp1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Pten:Pik3ap1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Ptma:Cox17	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Pxk:Elf1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Rab14:Gba	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Rab21:Wdr37	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Ralb:Lypla1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Rassf3:Slfn2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Rbks:Fam193a	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Rbl1:Hnrnpdl	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Reep5:Ctnnbl1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Reps1:Arhgap18	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Rftn1:Tgif1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Rgs1:Zfp36	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Rmdn1:Kras	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Rnaseh2b:Cd84	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Rnf130:Dynll2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Rnf41:Rbms2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Rplp2:Il1a	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Rsrp1:Tor1aip2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Rtraf:Psmb2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Runx1:Ubac2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Samd8:Thap1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Sbno1:Rhog	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Scarf1:Gm12185	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Scd2:Wdr26	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Scpep1:Gm9774	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Sdc3:H2-D1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Sdf2:Rab8a	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Sec22b:Rnf13	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Sh3bgrl:Basp1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Sh3bp2:Tnip2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Slc16a10:Tpd52	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Slc28a2:Eml4	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Slc2a6:Bst2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Slc37a3:Parp12	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Slc4a7:Psmd1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Slc7a2:Mtus1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Slc7a8:Gch1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Smg1:Picalm	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Smu1:Chmp5	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Snd1:Mkln1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Snrpd3:Ankrd40	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Sod2:Hk3	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Sp1:Nudt9	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Sp100:A630001G21Rik	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Spaca6:4933404O12Rik	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Spast:Memo1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Spg11:Eif2s2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Spg21:Acadm	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Spi1:Lgmn	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Sptlc2:Azi2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Sptlc2:Ylpm1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Srd5a1:Ndufs6	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Srek1:Tcp1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
St18:Nrf1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Stambpl1:Sgms1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Stimate:Tkt	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Stk10:C2cd2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Strn3:Fam180a	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Stx12:Hnrnpdl	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Stxbp1:Galk2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Syne3:1700028I16Rik	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Syngr1:Hnrnpdl	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tapbp:Tap1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tars:Wdr70	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tbcb:Prkar1a	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tbxas1:Bola3	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Thada:Tcf20	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Thbs1:Slc24a3	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tle3:Zbtb37	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tlr1:Rpl39	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tmem181a:Bin2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tmem63a:Aim2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tnfaip3:Lst1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tnfaip3:Traf1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tor1aip1:Fcgr3	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tpd52l2:Cmtm7	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Trim2:Gbp7	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Trrap:Bri3	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tsg101:Ecpas	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tspan5:Eif4e	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Ttc7b:Wdr91	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tut7:Tmem251	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Txnrd1:Ntpcr	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Tyrobp:Ostc	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Ubc:Bst2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Ube2j2:Mmp12	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Ube2k:Babam2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Ube4b:Oas1a	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Ubqln1:Rcc2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Uqcc2:Actb	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Usp15:Qk	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Utrn:Pex7	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Vav3:Slc25a24	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Vps41:Mgmt	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Vps45:Ctsh	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Vrk2:Gm20717	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Washc4:Riok2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Wdfy2:Gpi1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Wipi2:Arpc1b	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Wwox:Rasa4	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Xpo6:Dusp12	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Yipf5:Airn	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Zc3h7a:Phf11b	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Zdhhc13:Mapk1ip1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Zeb2:Gtdc1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Zfp106:Ndrg3	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Zfp36l1:Marcksl1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Zfp655:Atp5j2	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Zfp944:Ccdc171	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
Zmiz1:Pinx1	0	[]	not_detected_in_200000_pair_pilot	SRR37513722	GRCm39
